text,label
Cab details: driver number shared for pickup asap,0
FYI: Document uploaded to Google Drive for project review immediately,0
Alert: Your PhonePe wallet blocked. share mpin to reactivate ✅,1
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी kindly respond,1
"Class moved to 3 PM tomorrow, please attend on time. ✅",0
Attention! 24 ghante mein KYC नहीं किया तो card permanently blocked 🙏,1
Important: Your parcel out for delivery,0
Important: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0
"FYI: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి ✅",1
Important: a/c verification pending. confirm netbanking password now asap,1
FYI: Dinner plan tonight? Let's meet near hostel gate. kindly respond,0
24 ghante mein KYC नहीं किया तो card permanently blocked kindly respond,1
Alert: Your account has suspicious login. click here and update CVV now,1
"Alert: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1
Alert: Hostel maintenance visit tomorrow morning,0
FYI: Document uploaded to Google Drive for project review ✅,0
Attention! a/c verification pending. confirm netbanking password now asap,1
plz 24 ghante mein KYC नहीं किया तो card permanently blocked asap,1
Sarkari subsidy release ke liye processing fee bhejo immediately,1
Alert: Sarkari subsidy release ke liye processing fee bhejo #update,1
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1
Alert: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1
"FYI: Class moved to 3 PM tomorrow, please attend on time. kindly respond",0
Attention! రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0
Alert: Income tax refund release: verify PAN and bank details now ✅,1
"Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. immediately",1
"Dear customer, Happy birthday! have a great day ahead asap",0
Seminar registration open on official college website 🙏,0
24 ghante mein KYC नहीं किया तो card permanently blocked immediately,1
Your parcel out for delivery immediately,0
UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. #update,1
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately,0
"Dear customer, Exam timetable announced on portal",0
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন ✅",0
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1
Attention! Lunch done? meet at canteen ✅,0
Lunch done? meet at canteen immediately,0
Alert: Your parcel out for delivery ✅,0
Important: Dinner plan tonight? Let's meet near hostel gate. asap,0
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo #update",1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. #update",0
plz Cab details: driver number shared for pickup ✅,0
Important: Exam timetable announced on portal #update,0
"Dear customer, UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. immediately",1
"Dear customer, Cab details: driver number shared for pickup asap",0
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1
Alert: Bank statement downloaded successfully from official app. #update,0
"plz कल assignment submit करना है, भूलना मत immediately",0
Important: Document uploaded to Google Drive for project review,0
plz Happy birthday! have a great day ahead ✅,0
Alert: Hostel maintenance visit tomorrow morning immediately,0
"Attention! আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1
plz UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1
"Dear customer, Happy birthday! have a great day ahead ✅",0
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1
"Dear customer, Happy birthday! have a great day ahead kindly respond",0
Important: Your parcel out for delivery immediately,0
FYI: Exam timetable announced on portal asap,0
Alert: Your PhonePe wallet blocked. share mpin to reactivate,1
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1
"Dear customer, bank e-KYC link: fill card number and OTP to continue ✅",1
"Attention! Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1
"Alert: Your order has been delivered, thank you for shopping. ✅",0
Alert: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. kindly respond,1
Alert: Happy birthday! have a great day ahead 🙏,0
plz Lab viva postponed to next Monday,0
FYI: CBI cyber complaint registered. settle immediately to avoid arrest,1
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে immediately",1
plz Income tax refund release: verify PAN and bank details now immediately,1
"Important: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் 🙏",1
plz Exam timetable announced on portal kindly respond,0
"Dear customer, మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1
FYI: Meeting notes attached in the shared drive. #update,0
"Alert: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. asap,1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0
"FYI: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1
"Alert: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1
Alert: Income tax refund release: verify PAN and bank details now,1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. 🙏",0
plz bank e-KYC link: fill card number and OTP to continue kindly respond,1
"Dear customer, Dinner plan tonight? Let's meet near hostel gate.",0
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1
Alert: Exam timetable announced on portal asap,0
Alert: Seminar registration open on official college website immediately,0
Bank statement downloaded successfully from official app. asap,0
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0
Important: Your parcel out for delivery ✅,0
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo asap",1
"plz আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন 🙏",0
"Important: Paytm security team se bol raha hu, account unlock ke liye OTP share karo 🙏",1
Income tax refund release: verify PAN and bank details now 🙏,1
Important: Happy birthday! have a great day ahead immediately,0
Alert: Meeting notes attached in the shared drive. #update,0
plz Exam timetable announced on portal,0
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి asap",1
plz Seminar registration open on official college website 🙏,0
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1
"plz कल assignment submit करना है, भूलना मत asap",0
Important: Happy birthday! have a great day ahead kindly respond,0
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. asap,1
"Dear customer, Cab details: driver number shared for pickup kindly respond",0
Important: Income tax refund release: verify PAN and bank details now #update,1
Attention! Physics CAT prep session at 6 pm in SJT-308,0
"Alert: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। ✅",1
Important: bank e-KYC link: fill card number and OTP to continue kindly respond,1
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ asap,1
Hostel maintenance visit tomorrow morning,0
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. kindly respond",1
Alert: Dinner plan tonight? Let's meet near hostel gate. asap,0
"Dear customer, Your parcel out for delivery immediately",0
"Dear customer, আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। #update",1
Alert: Dinner plan tonight? Let's meet near hostel gate. ✅,0
Important: Cab details: driver number shared for pickup ✅,0
bank e-KYC link: fill card number and OTP to continue #update,1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది #update,0
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0
"Important: कल assignment submit करना है, भूलना मत kindly respond",0
"Dear customer, Document uploaded to Google Drive for project review",0
"Alert: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1
Alert: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी kindly respond,1
"plz আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0
FYI: Document uploaded to Google Drive for project review 🙏,0
Alert: CBI cyber complaint registered. settle immediately to avoid arrest #update,1
FYI: Document uploaded to Google Drive for project review,0
plz Please share PYQ pdf in class group asap,0
Attention! Lunch done? meet at canteen,0
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी 🙏",1
"Dear customer, Bank statement downloaded successfully from official app. asap",0
plz రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately,0
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest asap",1
"Attention! Your order has been delivered, thank you for shopping. immediately",0
ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ immediately,1
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest kindly respond",1
Alert: Income tax refund release: verify PAN and bank details now 🙏,1
Attention! bank e-KYC link: fill card number and OTP to continue,1
Alert: Physics CAT prep session at 6 pm in SJT-308,0
plz Happy birthday! have a great day ahead #update,0
plz Document uploaded to Google Drive for project review immediately,0
"FYI: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. #update",1
"Alert: Class moved to 3 PM tomorrow, please attend on time. asap",0
"plz আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। ✅",1
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी,1
plz Document uploaded to Google Drive for project review 🙏,0
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1
Important: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1
"FYI: Paytm security team se bol raha hu, account unlock ke liye OTP share karo #update",1
FYI: Your PhonePe wallet blocked. share mpin to reactivate kindly respond,1
"Dear customer, Hostel maintenance visit tomorrow morning kindly respond",0
Alert: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी 🙏,1
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo 🙏",1
FYI: Document uploaded to Google Drive for project review #update,0
"Dear customer, Cab details: driver number shared for pickup immediately",0
"FYI: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN.",1
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1
Important: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ,1
"plz আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। asap",1
FYI: 24 ghante mein KYC नहीं किया तो card permanently blocked asap,1
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ kindly respond,1
plz Bank statement downloaded successfully from official app. ✅,0
Alert: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1
plz bank e-KYC link: fill card number and OTP to continue 🙏,1
bank e-KYC link: fill card number and OTP to continue,1
plz 24 ghante mein KYC नहीं किया तो card permanently blocked,1
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN.",1
plz Lab viva postponed to next Monday #update,0
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1
FYI: Please share PYQ pdf in class group immediately,0
"Dear customer, Bank statement downloaded successfully from official app. kindly respond",0
"Attention! Paytm security team se bol raha hu, account unlock ke liye OTP share karo asap",1
Important: Seminar registration open on official college website 🙏,0
Important: Seminar registration open on official college website #update,0
Alert: Please share PYQ pdf in class group kindly respond,0
Dinner plan tonight? Let's meet near hostel gate. asap,0
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது,0
"FYI: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1
Important: Please share PYQ pdf in class group ✅,0
FYI: Your PhonePe wallet blocked. share mpin to reactivate 🙏,1
Attention! Bank statement downloaded successfully from official app. immediately,0
"Dear customer, Your PhonePe wallet blocked. share mpin to reactivate ✅",1
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. kindly respond,1
plz Lunch done? meet at canteen kindly respond,0
Important: bank e-KYC link: fill card number and OTP to continue asap,1
Attention! Exam timetable announced on portal immediately,0
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1
plz Bank statement downloaded successfully from official app. 🙏,0
Alert: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది kindly respond,0
Alert: bank e-KYC link: fill card number and OTP to continue ✅,1
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది kindly respond,0
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে immediately",1
"Dear customer, a/c verification pending. confirm netbanking password now asap",1
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1
Attention! Hostel maintenance visit tomorrow morning #update,0
Important: Cab details: driver number shared for pickup,0
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి ✅",1
Attention! CBI cyber complaint registered. settle immediately to avoid arrest 🙏,1
Important: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది kindly respond,0
Important: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది asap,0
FYI: Income tax refund release: verify PAN and bank details now 🙏,1
FYI: Lunch done? meet at canteen 🙏,0
Alert: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0
plz Sarkari subsidy release ke liye processing fee bhejo ✅,1
"Alert: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। kindly respond",1
Important: Your PhonePe wallet blocked. share mpin to reactivate asap,1
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1
Attention! Lab viva postponed to next Monday ✅,0
Alert: Aadhaar PAN re-verify karo warna account freeze ho jayega. asap,1
plz Your account has suspicious login. click here and update CVV now,1
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் #update",1
Attention! Income tax refund release: verify PAN and bank details now,1
Your parcel out for delivery,0
"Dear customer, Your PhonePe wallet blocked. share mpin to reactivate 🙏",1
FYI: Lunch done? meet at canteen #update,0
plz Seminar registration open on official college website ✅,0
"Dear customer, bank e-KYC link: fill card number and OTP to continue kindly respond",1
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked immediately",1
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది,0
"Alert: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1
FYI: bank e-KYC link: fill card number and OTP to continue 🙏,1
"Dear customer, Hostel maintenance visit tomorrow morning asap",0
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1
Attention! a/c verification pending. confirm netbanking password now 🙏,1
Important: Your PhonePe wallet blocked. share mpin to reactivate ✅,1
"Important: Paytm security team se bol raha hu, account unlock ke liye OTP share karo kindly respond",1
plz Please share PYQ pdf in class group immediately,0
Important: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी kindly respond,1
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo kindly respond",1
"plz Your order has been delivered, thank you for shopping. immediately",0
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1
"Important: Class moved to 3 PM tomorrow, please attend on time. asap",0
FYI: Lunch done? meet at canteen kindly respond,0
"Dear customer, Your parcel out for delivery asap",0
24 ghante mein KYC नहीं किया तो card permanently blocked asap,1
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন 🙏",0
Alert: Bank statement downloaded successfully from official app. 🙏,0
"plz Your order has been delivered, thank you for shopping. ✅",0
"plz Class moved to 3 PM tomorrow, please attend on time. kindly respond",0
Attention! Please share PYQ pdf in class group ✅,0
Alert: Seminar registration open on official college website asap,0
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. #update",1
Alert: Seminar registration open on official college website kindly respond,0
Alert: CBI cyber complaint registered. settle immediately to avoid arrest asap,1
plz Physics CAT prep session at 6 pm in SJT-308 kindly respond,0
"Class moved to 3 PM tomorrow, please attend on time. 🙏",0
FYI: Happy birthday! have a great day ahead immediately,0
plz पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update,1
FYI: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. immediately,1
plz Your account has suspicious login. click here and update CVV now ✅,1
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் ✅",1
Income tax refund release: verify PAN and bank details now asap,1
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked #update",1
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. ✅",0
plz Happy birthday! have a great day ahead immediately,0
Attention! Cab details: driver number shared for pickup,0
"FYI: Paytm security team se bol raha hu, account unlock ke liye OTP share karo 🙏",1
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1
Important: Meeting notes attached in the shared drive. immediately,0
Important: Bank statement downloaded successfully from official app. immediately,0
Alert: Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1
Alert: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ #update,1
plz நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது,0
Your account has suspicious login. click here and update CVV now ✅,1
"Dear customer, Cab details: driver number shared for pickup 🙏",0
Attention! ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ kindly respond,1
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0
FYI: a/c verification pending. confirm netbanking password now kindly respond,1
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে #update",1
Alert: Aadhaar PAN re-verify karo warna account freeze ho jayega. ✅,1
FYI: Bank statement downloaded successfully from official app. #update,0
"Dear customer, Document uploaded to Google Drive for project review asap",0
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately,1
"plz আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন",0
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে kindly respond",1
"Alert: कल assignment submit करना है, भूलना मत kindly respond",0
FYI: Physics CAT prep session at 6 pm in SJT-308 ✅,0
"Dear customer, Class moved to 3 PM tomorrow, please attend on time. asap",0
"Class moved to 3 PM tomorrow, please attend on time. asap",0
Alert: Meeting notes attached in the shared drive. ✅,0
"Your order has been delivered, thank you for shopping. ✅",0
Important: bank e-KYC link: fill card number and OTP to continue,1
Important: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది #update,0
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 immediately",0
"FYI: Your order has been delivered, thank you for shopping. 🙏",0
"Important: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। asap",1
plz CBI cyber complaint registered. settle immediately to avoid arrest ✅,1
UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. ✅,1
Attention! Exam timetable announced on portal ✅,0
Alert: Income tax refund release: verify PAN and bank details now #update,1
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅",1
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1
"আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। asap",1
Attention! Hostel maintenance visit tomorrow morning ✅,0
"Dear customer, a/c verification pending. confirm netbanking password now ✅",1
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి #update",1
Attention! Your account has suspicious login. click here and update CVV now asap,1
FYI: Lab viva postponed to next Monday ✅,0
Attention! Cab details: driver number shared for pickup asap,0
Important: Your account has suspicious login. click here and update CVV now 🙏,1
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏",0
FYI: Your account has suspicious login. click here and update CVV now asap,1
Important: Happy birthday! have a great day ahead #update,0
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1
"Dear customer, कल assignment submit करना है, भूलना मत asap",0
"Attention! Class moved to 3 PM tomorrow, please attend on time.",0
"আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0
plz Income tax refund release: verify PAN and bank details now 🙏,1
Cab details: driver number shared for pickup #update,0
Alert: Happy birthday! have a great day ahead immediately,0
Meeting notes attached in the shared drive. ✅,0
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0
"Important: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது #update,0
Attention! Income tax refund release: verify PAN and bank details now kindly respond,1
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी",1
Alert: Sarkari subsidy release ke liye processing fee bhejo kindly respond,1
"Dear customer, Exam timetable announced on portal #update",0
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1
Important: Meeting notes attached in the shared drive.,0
FYI: Lunch done? meet at canteen asap,0
plz Aadhaar PAN re-verify karo warna account freeze ho jayega. #update,1
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது 🙏,0
Alert: Seminar registration open on official college website 🙏,0
FYI: Lab viva postponed to next Monday 🙏,0
"మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1
"FYI: कल assignment submit करना है, भूलना मत ✅",0
FYI: bank e-KYC link: fill card number and OTP to continue asap,1
"Important: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন।",1
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ immediately",1
Your account has suspicious login. click here and update CVV now 🙏,1
plz Income tax refund release: verify PAN and bank details now ✅,1
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details.",1
plz Your parcel out for delivery 🙏,0
Alert: bank e-KYC link: fill card number and OTP to continue,1
"Alert: कल assignment submit करना है, भूलना मत #update",0
Important: Dinner plan tonight? Let's meet near hostel gate. #update,0
"আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1
Attention! Lunch done? meet at canteen immediately,0
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo 🙏",1
plz Your account has suspicious login. click here and update CVV now immediately,1
"Dear customer, Your parcel out for delivery",0
"कल assignment submit करना है, भूलना मत #update",0
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి asap",1
"Dear customer, Your account has suspicious login. click here and update CVV now ✅",1
plz Sarkari subsidy release ke liye processing fee bhejo kindly respond,1
plz Lab viva postponed to next Monday asap,0
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega.,1
FYI: CBI cyber complaint registered. settle immediately to avoid arrest #update,1
"Dear customer, Lunch done? meet at canteen ✅",0
Important: Lab viva postponed to next Monday asap,0
FYI: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo immediately",1
plz Dinner plan tonight? Let's meet near hostel gate. immediately,0
Important: 24 ghante mein KYC नहीं किया तो card permanently blocked asap,1
Important: CBI cyber complaint registered. settle immediately to avoid arrest 🙏,1
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది,0
Alert: Your PhonePe wallet blocked. share mpin to reactivate kindly respond,1
Seminar registration open on official college website immediately,0
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 kindly respond",0
"Dear customer, कल assignment submit करना है, भूलना मत kindly respond",0
"Alert: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0
Important: Sarkari subsidy release ke liye processing fee bhejo #update,1
Alert: Happy birthday! have a great day ahead,0
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది 🙏,0
"Alert: Your order has been delivered, thank you for shopping. 🙏",0
"URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1
Exam timetable announced on portal,0
Attention! Your account has suspicious login. click here and update CVV now #update,1
Attention! Cab details: driver number shared for pickup #update,0
Important: Seminar registration open on official college website,0
"FYI: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. kindly respond",1
Important: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1
Important: Physics CAT prep session at 6 pm in SJT-308 ✅,0
Meeting notes attached in the shared drive. asap,0
"FYI: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। #update",1
FYI: Happy birthday! have a great day ahead kindly respond,0
plz Meeting notes attached in the shared drive. immediately,0
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0
"Dear customer, a/c verification pending. confirm netbanking password now",1
plz पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी 🙏,1
"FYI: Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1
"FYI: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1
Attention! Your account has suspicious login. click here and update CVV now,1
"Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1
