text,label,language_mix,category,source
Attention! Cab details: driver number shared for pickup #update,0,Bodo+English,personal,synthetic_v2
"Alert: Your order has been delivered, thank you for shopping. ✅",0,Sindhi+English,commerce,synthetic_v2
"Attention! URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. #update",1,Dogri+English,credential,synthetic_v2
FYI: Physics CAT prep session at 6 pm in SJT-308,0,Bodo+English,work,synthetic_v2
"Class moved to 3 PM tomorrow, please attend on time. immediately",0,Gujarati+English,family,synthetic_v2
"Dear customer, আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে ✅",1,Telugu+English,urgency,synthetic_v2
"FYI: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் 🙏",1,Sanskrit+English,kyc,synthetic_v2
Important: Physics CAT prep session at 6 pm in SJT-308 #update,0,Kannada+English,personal,synthetic_v2
"Alert: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి ✅",1,Bengali+English,kyc,synthetic_v2
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। ✅",1,Nepali+English,money,synthetic_v2
"Dear customer, ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ kindly respond",1,Tanglish,urgency,synthetic_v2
"Dear customer, UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. #update",1,mixed-indic,link,synthetic_v2
plz CBI cyber complaint registered. settle immediately to avoid arrest 🙏,1,Dogri+English,kyc,synthetic_v2
Alert: Seminar registration open on official college website kindly respond,0,Urdu+English,family,synthetic_v2
plz पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update,1,Sindhi+English,urgency,synthetic_v2
"FYI: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন kindly respond",0,Bengali+English,social,synthetic_v2
Alert: Your PhonePe wallet blocked. share mpin to reactivate,1,Dogri+English,urgency,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now immediately,1,mixed-indic,urgency,synthetic_v2
FYI: Please share PYQ pdf in class group asap,0,Nepali+English,social,synthetic_v2
"Important: Class moved to 3 PM tomorrow, please attend on time. #update",0,Dogri+English,personal,synthetic_v2
"Alert: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন #update",0,Malayalam+English,personal,synthetic_v2
Alert: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. asap,1,Kannada+English,urgency,synthetic_v2
Attention! Meeting notes attached in the shared drive. 🙏,0,Bengali+English,family,synthetic_v2
"Important: আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে",1,Manipuri+English,kyc,synthetic_v2
plz Income tax refund release: verify PAN and bank details now immediately,1,Bengali+English,link,synthetic_v2
Important: Your PhonePe wallet blocked. share mpin to reactivate ✅,1,Bodo+English,impersonation,synthetic_v2
Alert: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,Konkani+English,family,synthetic_v2
FYI: CBI cyber complaint registered. settle immediately to avoid arrest asap,1,Sindhi+English,otp,synthetic_v2
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,Kashmiri+English,money,synthetic_v2
Alert: Lunch done? meet at canteen kindly respond,0,Hindi+English,social,synthetic_v2
"Alert: Your order has been delivered, thank you for shopping. immediately",0,Sindhi+English,commerce,synthetic_v2
FYI: Aadhaar PAN re-verify karo warna account freeze ho jayega. #update,1,Bodo+English,urgency,synthetic_v2
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first kindly respond",1,Hindi+English,impersonation,synthetic_v2
"Dear customer, உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் immediately",1,Hindi+English,upi,synthetic_v2
"Alert: உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் 🙏",1,Konkani+English,link,synthetic_v2
"Alert: कल assignment submit करना है, भूलना मत immediately",0,Kashmiri+English,education,synthetic_v2
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1,Odia+English,money,synthetic_v2
"FYI: Your order has been delivered, thank you for shopping. immediately",0,Bengali+English,commerce,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now,1,Hindi+English,money,synthetic_v2
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் 🙏",1,Dogri+English,fear,synthetic_v2
Seminar registration open on official college website #update,0,Maithili+English,education,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time. #update",0,Santali+English,education,synthetic_v2
Attention! CBI cyber complaint registered. settle immediately to avoid arrest ✅,1,Kashmiri+English,urgency,synthetic_v2
Alert: Happy birthday! have a great day ahead ✅,0,Bengali+English,work,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308",0,Gujarati+English,social,synthetic_v2
"আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। #update",1,Nepali+English,link,synthetic_v2
Hostel maintenance visit tomorrow morning #update,0,Bengali+English,personal,synthetic_v2
"Important: Class moved to 3 PM tomorrow, please attend on time. 🙏",0,Assamese+English,family,synthetic_v2
"Dear customer, Income tax refund release: verify PAN and bank details now asap",1,Tanglish,kyc,synthetic_v2
Attention! Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1,Malayalam+English,impersonation,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now 🙏,1,Santali+English,otp,synthetic_v2
Attention! bank e-KYC link: fill card number and OTP to continue,1,Tanglish,urgency,synthetic_v2
Your PhonePe wallet blocked. share mpin to reactivate 🙏,1,mixed-indic,credential,synthetic_v2
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first",1,Dogri+English,otp,synthetic_v2
"Your order has been delivered, thank you for shopping. #update",0,Assamese+English,personal,synthetic_v2
plz Income tax refund release: verify PAN and bank details now #update,1,Tamil+English,money,synthetic_v2
Cab details: driver number shared for pickup kindly respond,0,Kashmiri+English,personal,synthetic_v2
Alert: Your account has suspicious login. click here and update CVV now immediately,1,Nepali+English,otp,synthetic_v2
Your PhonePe wallet blocked. share mpin to reactivate immediately,1,Sanskrit+English,impersonation,synthetic_v2
plz Aadhaar PAN re-verify karo warna account freeze ho jayega.,1,Bodo+English,upi,synthetic_v2
Attention! Sarkari subsidy release ke liye processing fee bhejo kindly respond,1,Manipuri+English,impersonation,synthetic_v2
Alert: Lab viva postponed to next Monday 🙏,0,Malayalam+English,personal,synthetic_v2
FYI: Happy birthday! have a great day ahead #update,0,Tanglish,family,synthetic_v2
Document uploaded to Google Drive for project review 🙏,0,Tanglish,social,synthetic_v2
"Attention! Class moved to 3 PM tomorrow, please attend on time. asap",0,Punjabi+English,family,synthetic_v2
Attention! Hostel maintenance visit tomorrow morning immediately,0,Hinglish,social,synthetic_v2
"Important: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন ✅",0,mixed-indic,education,synthetic_v2
FYI: Document uploaded to Google Drive for project review 🙏,0,Bengali+English,work,synthetic_v2
"Dear customer, Dinner plan tonight? Let's meet near hostel gate.",0,Dogri+English,personal,synthetic_v2
Attention! Hostel maintenance visit tomorrow morning 🙏,0,Sindhi+English,education,synthetic_v2
"Dear customer, Cab details: driver number shared for pickup ✅",0,Konkani+English,social,synthetic_v2
"FYI: URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. asap",1,Assamese+English,credential,synthetic_v2
FYI: a/c verification pending. confirm netbanking password now kindly respond,1,Santali+English,urgency,synthetic_v2
"plz உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் asap",1,Sindhi+English,impersonation,synthetic_v2
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest ✅",1,Tamil+English,money,synthetic_v2
"Important: আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন ✅",0,Odia+English,family,synthetic_v2
Attention! Your PhonePe wallet blocked. share mpin to reactivate ✅,1,Assamese+English,link,synthetic_v2
"Dear customer, আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন asap",0,Hinglish,personal,synthetic_v2
plz Document uploaded to Google Drive for project review asap,0,Bengali+English,personal,synthetic_v2
Income tax refund release: verify PAN and bank details now,1,Gujarati+English,link,synthetic_v2
Alert: Lunch done? meet at canteen 🙏,0,Sindhi+English,commerce,synthetic_v2
plz UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. 🙏,1,Tanglish,urgency,synthetic_v2
"Attention! Class moved to 3 PM tomorrow, please attend on time. immediately",0,Punjabi+English,social,synthetic_v2
FYI: Lab viva postponed to next Monday kindly respond,0,Odia+English,commerce,synthetic_v2
"Dear customer, Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1,Hindi+English,otp,synthetic_v2
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked kindly respond",1,Hinglish,urgency,synthetic_v2
"Class moved to 3 PM tomorrow, please attend on time. asap",0,Bengali+English,family,synthetic_v2
पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी kindly respond,1,Maithili+English,money,synthetic_v2
"Dear customer, Meeting notes attached in the shared drive. immediately",0,Gujarati+English,family,synthetic_v2
"Dear customer, Income tax refund release: verify PAN and bank details now kindly respond",1,Assamese+English,fear,synthetic_v2
Alert: Meeting notes attached in the shared drive. kindly respond,0,Konkani+English,personal,synthetic_v2
"Dear customer, Document uploaded to Google Drive for project review #update",0,Tamil+English,education,synthetic_v2
plz Hostel maintenance visit tomorrow morning kindly respond,0,Hinglish,commerce,synthetic_v2
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. 🙏",0,Tamil+English,personal,synthetic_v2
Important: Seminar registration open on official college website immediately,0,Gujarati+English,commerce,synthetic_v2
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,Manipuri+English,kyc,synthetic_v2
Lunch done? meet at canteen asap,0,Urdu+English,social,synthetic_v2
FYI: Document uploaded to Google Drive for project review asap,0,Sanskrit+English,social,synthetic_v2
Alert: Seminar registration open on official college website,0,Hindi+English,social,synthetic_v2
plz a/c verification pending. confirm netbanking password now asap,1,Kannada+English,kyc,synthetic_v2
Alert: Sarkari subsidy release ke liye processing fee bhejo asap,1,Bengali+English,otp,synthetic_v2
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. immediately,1,Kannada+English,link,synthetic_v2
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి immediately",1,Kannada+English,urgency,synthetic_v2
"Attention! আজকের মিটিং ৬ টায় হবে, দয়া করে সময়ে আসবেন immediately",0,Assamese+English,work,synthetic_v2
FYI: Your parcel out for delivery 🙏,0,Urdu+English,family,synthetic_v2
"URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN.",1,Maithili+English,kyc,synthetic_v2
FYI: Hostel maintenance visit tomorrow morning #update,0,Konkani+English,education,synthetic_v2
FYI: Lunch done? meet at canteen,0,mixed-indic,family,synthetic_v2
Attention! Your parcel out for delivery #update,0,Odia+English,commerce,synthetic_v2
plz 24 ghante mein KYC नहीं किया तो card permanently blocked #update,1,Odia+English,money,synthetic_v2
"Class moved to 3 PM tomorrow, please attend on time. asap",0,Odia+English,social,synthetic_v2
FYI: Your account has suspicious login. click here and update CVV now ✅,1,Malayalam+English,impersonation,synthetic_v2
Important: Physics CAT prep session at 6 pm in SJT-308 kindly respond,0,Konkani+English,commerce,synthetic_v2
"Alert: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి asap",1,Manipuri+English,link,synthetic_v2
Important: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,Assamese+English,commerce,synthetic_v2
Attention! CBI cyber complaint registered. settle immediately to avoid arrest immediately,1,Konkani+English,urgency,synthetic_v2
"Alert: Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,Bodo+English,otp,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 #update",0,Punjabi+English,work,synthetic_v2
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update",1,Malayalam+English,fear,synthetic_v2
Alert: Sarkari subsidy release ke liye processing fee bhejo asap,1,Bodo+English,kyc,synthetic_v2
FYI: Your account has suspicious login. click here and update CVV now ✅,1,Urdu+English,money,synthetic_v2
Alert: Your account has suspicious login. click here and update CVV now kindly respond,1,Santali+English,link,synthetic_v2
Attention! UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. #update,1,Nepali+English,kyc,synthetic_v2
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update",1,Telugu+English,upi,synthetic_v2
Your account has suspicious login. click here and update CVV now ✅,1,Assamese+English,upi,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 immediately",0,Telugu+English,commerce,synthetic_v2
"Important: আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। immediately",1,Hinglish,upi,synthetic_v2
FYI: Cab details: driver number shared for pickup kindly respond,0,Kannada+English,education,synthetic_v2
FYI: पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी #update,1,Tamil+English,otp,synthetic_v2
UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1,Sindhi+English,otp,synthetic_v2
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first #update",1,Tamil+English,kyc,synthetic_v2
FYI: ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ,1,Tanglish,urgency,synthetic_v2
Hostel maintenance visit tomorrow morning ✅,0,Punjabi+English,family,synthetic_v2
"Dear customer, Your parcel out for delivery kindly respond",0,Odia+English,social,synthetic_v2
Important: Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1,Bodo+English,fear,synthetic_v2
Alert: Lunch done? meet at canteen asap,0,Hindi+English,commerce,synthetic_v2
"Alert: Class moved to 3 PM tomorrow, please attend on time. ✅",0,Tamil+English,social,synthetic_v2
Attention! Exam timetable announced on portal ✅,0,Tanglish,social,synthetic_v2
Aadhaar PAN re-verify karo warna account freeze ho jayega. kindly respond,1,Sanskrit+English,otp,synthetic_v2
plz bank e-KYC link: fill card number and OTP to continue #update,1,Bengali+English,impersonation,synthetic_v2
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் ✅",1,Urdu+English,otp,synthetic_v2
"Dear customer, మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,Hinglish,otp,synthetic_v2
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0,Santali+English,education,synthetic_v2
FYI: Bank statement downloaded successfully from official app. ✅,0,Maithili+English,commerce,synthetic_v2
"plz আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে asap",1,Tamil+English,fear,synthetic_v2
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo 🙏",1,Gujarati+English,credential,synthetic_v2
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1,Nepali+English,link,synthetic_v2
Important: Meeting notes attached in the shared drive.,0,Urdu+English,commerce,synthetic_v2
"Dear customer, URGENT: RBI alert! card suspend hone wala hai, click link and enter PIN. ✅",1,Bodo+English,money,synthetic_v2
plz ತಕ್ಷಣ ನಿಮ್ಮ OTP ಕಳುಹಿಸಿ ಇಲ್ಲವಾದರೆ ಖಾತೆ ಬಂದ್ ಆಗುತ್ತದೆ ✅,1,Hindi+English,credential,synthetic_v2
Lab viva postponed to next Monday,0,Malayalam+English,commerce,synthetic_v2
"Dear customer, Your parcel out for delivery kindly respond",0,Hindi+English,commerce,synthetic_v2
"Attention! Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1,Hinglish,impersonation,synthetic_v2
"plz మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి",1,Bodo+English,impersonation,synthetic_v2
Attention! Lab viva postponed to next Monday asap,0,Kannada+English,personal,synthetic_v2
plz a/c verification pending. confirm netbanking password now asap,1,mixed-indic,otp,synthetic_v2
FYI: CBI cyber complaint registered. settle immediately to avoid arrest 🙏,1,Hindi+English,upi,synthetic_v2
Important: Happy birthday! have a great day ahead kindly respond,0,Sindhi+English,social,synthetic_v2
Meeting notes attached in the shared drive. immediately,0,Hinglish,family,synthetic_v2
"FYI: Paytm security team se bol raha hu, account unlock ke liye OTP share karo ✅",1,Sindhi+English,otp,synthetic_v2
Attention! Hostel maintenance visit tomorrow morning,0,Hindi+English,work,synthetic_v2
Sarkari subsidy release ke liye processing fee bhejo ✅,1,Malayalam+English,money,synthetic_v2
"plz Paytm security team se bol raha hu, account unlock ke liye OTP share karo kindly respond",1,Telugu+English,urgency,synthetic_v2
"Dear customer, Happy birthday! have a great day ahead #update",0,Marathi+English,work,synthetic_v2
Important: Lab viva postponed to next Monday asap,0,Sindhi+English,social,synthetic_v2
Alert: Income tax refund release: verify PAN and bank details now kindly respond,1,Marathi+English,link,synthetic_v2
రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది asap,0,Sindhi+English,personal,synthetic_v2
plz Cab details: driver number shared for pickup #update,0,Hinglish,family,synthetic_v2
FYI: Sarkari subsidy release ke liye processing fee bhejo kindly respond,1,Odia+English,credential,synthetic_v2
"Dear customer, CBI cyber complaint registered. settle immediately to avoid arrest kindly respond",1,Odia+English,fear,synthetic_v2
Meeting notes attached in the shared drive. #update,0,Gujarati+English,education,synthetic_v2
"Dear customer, Your account has suspicious login. click here and update CVV now kindly respond",1,Assamese+English,link,synthetic_v2
"Dear customer, Physics CAT prep session at 6 pm in SJT-308 immediately",0,Gujarati+English,commerce,synthetic_v2
"Attention! Paytm security team se bol raha hu, account unlock ke liye OTP share karo immediately",1,Urdu+English,money,synthetic_v2
Please share PYQ pdf in class group kindly respond,0,Dogri+English,commerce,synthetic_v2
FYI: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது asap,0,Maithili+English,education,synthetic_v2
FYI: Lunch done? meet at canteen #update,0,Gujarati+English,education,synthetic_v2
"Attention! మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి kindly respond",1,Konkani+English,money,synthetic_v2
plz Lab viva postponed to next Monday 🙏,0,Marathi+English,commerce,synthetic_v2
"Alert: कल assignment submit करना है, भूलना मत",0,Hinglish,education,synthetic_v2
plz Your parcel out for delivery #update,0,Marathi+English,family,synthetic_v2
Alert: Your parcel out for delivery #update,0,Manipuri+English,education,synthetic_v2
Important: Dinner plan tonight? Let's meet near hostel gate. #update,0,Kashmiri+English,commerce,synthetic_v2
Physics CAT prep session at 6 pm in SJT-308 asap,0,Odia+English,personal,synthetic_v2
"Attention! Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details.",1,Urdu+English,kyc,synthetic_v2
"Important: Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. 🙏",1,Kashmiri+English,impersonation,synthetic_v2
"Attention! Class moved to 3 PM tomorrow, please attend on time. kindly respond",0,Assamese+English,social,synthetic_v2
FYI: Cab details: driver number shared for pickup ✅,0,Telugu+English,work,synthetic_v2
Important: bank e-KYC link: fill card number and OTP to continue,1,Bengali+English,urgency,synthetic_v2
FYI: Your PhonePe wallet blocked. share mpin to reactivate,1,Dogri+English,kyc,synthetic_v2
FYI: Dinner plan tonight? Let's meet near hostel gate. 🙏,0,Telugu+English,education,synthetic_v2
"plz Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1,Assamese+English,link,synthetic_v2
"Class moved to 3 PM tomorrow, please attend on time. kindly respond",0,Assamese+English,personal,synthetic_v2
Important: Document uploaded to Google Drive for project review immediately,0,Hindi+English,personal,synthetic_v2
"Dear customer, Dear Customer, Your SBI account will be blocked within 24 hours due to suspicious activity. Verify your KYC immediately and enter your OTP and debit card details. ✅",1,Bodo+English,impersonation,synthetic_v2
"Attention! உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும்",1,Maithili+English,urgency,synthetic_v2
FYI: Your parcel out for delivery 🙏,0,Hindi+English,family,synthetic_v2
plz రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది ✅,0,Maithili+English,family,synthetic_v2
"Attention! Get lottery prize ₹5 lakh now, pay registration fee first",1,Assamese+English,link,synthetic_v2
Alert: Seminar registration open on official college website,0,Hinglish,personal,synthetic_v2
Important: Hostel maintenance visit tomorrow morning #update,0,Bengali+English,education,synthetic_v2
Important: நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது immediately,0,Hindi+English,family,synthetic_v2
"Dear customer, Your PhonePe wallet blocked. share mpin to reactivate 🙏",1,Bengali+English,credential,synthetic_v2
"আপনার KYC আপডেট করুন, না হলে debit card বন্ধ হয়ে যাবে 🙏",1,Maithili+English,upi,synthetic_v2
"Dear customer, Dinner plan tonight? Let's meet near hostel gate. ✅",0,Punjabi+English,family,synthetic_v2
Important: Exam timetable announced on portal 🙏,0,Sanskrit+English,social,synthetic_v2
"Attention! আপনার ব্যাংক অ্যাকাউন্ট ব্লক হবে, এখনই OTP দিন। 🙏",1,Urdu+English,link,synthetic_v2
"Important: మీ ఖాతా బ్లాక్ అవుతుంది, వెంటనే KYC చెయ్యండి మరియు OTP ఇవ్వండి 🙏",1,Malayalam+English,money,synthetic_v2
FYI: Sarkari subsidy release ke liye processing fee bhejo kindly respond,1,Hindi+English,upi,synthetic_v2
"FYI: Class moved to 3 PM tomorrow, please attend on time. ✅",0,Hindi+English,education,synthetic_v2
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது kindly respond,0,Hinglish,social,synthetic_v2
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo kindly respond",1,Bodo+English,impersonation,synthetic_v2
Dinner plan tonight? Let's meet near hostel gate. 🙏,0,Marathi+English,family,synthetic_v2
"Dear customer, Document uploaded to Google Drive for project review immediately",0,Sanskrit+English,social,synthetic_v2
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. #update",1,Sindhi+English,link,synthetic_v2
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked immediately",1,Sanskrit+English,otp,synthetic_v2
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది #update",0,Sanskrit+English,personal,synthetic_v2
Alert: Exam timetable announced on portal,0,Gujarati+English,education,synthetic_v2
Important: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega.,1,Hindi+English,link,synthetic_v2
Alert: Lunch done? meet at canteen asap,0,Telugu+English,education,synthetic_v2
"Dear customer, पुलिस नोटिस: अभी जुर्माना भरें वरना कानूनी कार्रवाई होगी immediately",1,Hindi+English,impersonation,synthetic_v2
"Dear customer, Hostel maintenance visit tomorrow morning immediately",0,Marathi+English,family,synthetic_v2
Alert: CBI cyber complaint registered. settle immediately to avoid arrest #update,1,Tanglish,urgency,synthetic_v2
CBI cyber complaint registered. settle immediately to avoid arrest ✅,1,Gujarati+English,otp,synthetic_v2
24 ghante mein KYC नहीं किया तो card permanently blocked asap,1,Punjabi+English,upi,synthetic_v2
"உங்கள் வங்கி கணக்கு முடக்கப்படும், OTP உடனே பகிரவும் kindly respond",1,Odia+English,upi,synthetic_v2
"Dear customer, Your PhonePe wallet blocked. share mpin to reactivate 🙏",1,Bengali+English,money,synthetic_v2
"Dear customer, Aadhaar PAN re-verify karo warna account freeze ho jayega. immediately",1,Telugu+English,upi,synthetic_v2
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first",1,Sindhi+English,fear,synthetic_v2
Attention! Lunch done? meet at canteen 🙏,0,Gujarati+English,personal,synthetic_v2
Hostel maintenance visit tomorrow morning immediately,0,Santali+English,social,synthetic_v2
"Dear customer, कल assignment submit करना है, भूलना मत immediately",0,Sindhi+English,family,synthetic_v2
FYI: Physics CAT prep session at 6 pm in SJT-308 ✅,0,Bengali+English,family,synthetic_v2
Alert: Your account has suspicious login. click here and update CVV now ✅,1,Urdu+English,kyc,synthetic_v2
FYI: Exam timetable announced on portal kindly respond,0,mixed-indic,social,synthetic_v2
"Dear customer, 24 ghante mein KYC नहीं किया तो card permanently blocked 🙏",1,Kannada+English,impersonation,synthetic_v2
FYI: రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది immediately,0,Marathi+English,social,synthetic_v2
FYI: Meeting notes attached in the shared drive. ✅,0,Nepali+English,personal,synthetic_v2
Alert: a/c verification pending. confirm netbanking password now kindly respond,1,Gujarati+English,otp,synthetic_v2
FYI: UPI KYC expired. Abhi verify nahi kiya to account band ho jayega. #update,1,Gujarati+English,link,synthetic_v2
FYI: Meeting notes attached in the shared drive. immediately,0,Bengali+English,family,synthetic_v2
Important: Please share PYQ pdf in class group ✅,0,Nepali+English,commerce,synthetic_v2
Your parcel out for delivery asap,0,Urdu+English,work,synthetic_v2
"Dear customer, Bank statement downloaded successfully from official app. #update",0,Kashmiri+English,personal,synthetic_v2
Alert: Lab viva postponed to next Monday asap,0,Bodo+English,social,synthetic_v2
24 ghante mein KYC नहीं किया तो card permanently blocked immediately,1,Urdu+English,fear,synthetic_v2
plz Happy birthday! have a great day ahead kindly respond,0,Nepali+English,commerce,synthetic_v2
"Dear customer, Get lottery prize ₹5 lakh now, pay registration fee first immediately",1,Malayalam+English,urgency,synthetic_v2
"Dear customer, Lab viva postponed to next Monday #update",0,Tamil+English,commerce,synthetic_v2
"Dear customer, రేపు ప్రాజెక్ట్ రివ్యూ 11 గంటలకు ఉంది kindly respond",0,Manipuri+English,work,synthetic_v2
FYI: CBI cyber complaint registered. settle immediately to avoid arrest kindly respond,1,Gujarati+English,credential,synthetic_v2
"Dear customer, Hostel maintenance visit tomorrow morning asap",0,Dogri+English,commerce,synthetic_v2
plz Dinner plan tonight? Let's meet near hostel gate. asap,0,Telugu+English,commerce,synthetic_v2
FYI: Meeting notes attached in the shared drive. ✅,0,Sindhi+English,personal,synthetic_v2
plz bank e-KYC link: fill card number and OTP to continue,1,Kannada+English,link,synthetic_v2
"Attention! Paytm security team se bol raha hu, account unlock ke liye OTP share karo immediately",1,Odia+English,kyc,synthetic_v2
FYI: Your parcel out for delivery #update,0,Telugu+English,work,synthetic_v2
FYI: Lunch done? meet at canteen asap,0,Nepali+English,personal,synthetic_v2
FYI: Your account has suspicious login. click here and update CVV now ✅,1,Bengali+English,otp,synthetic_v2
"plz कल assignment submit करना है, भूलना मत ✅",0,Maithili+English,work,synthetic_v2
"Dear customer, Sarkari subsidy release ke liye processing fee bhejo 🙏",1,Manipuri+English,link,synthetic_v2
Important: CBI cyber complaint registered. settle immediately to avoid arrest asap,1,Dogri+English,otp,synthetic_v2
நாளை லேப் கிளாஸ் காலை 9 மணிக்கு உள்ளது ✅,0,Sindhi+English,social,synthetic_v2
"FYI: कल assignment submit करना है, भूलना मत ✅",0,Manipuri+English,work,synthetic_v2
